Date,Day_of_Week,Month,Year,Day_of_Year,Is_Weekend,Holiday_Flag,Temperature_C,Rainfall_mm,Humidity_pct,Evaporation_Rate_mm,Population,Household_Count,Urbanization_Index,Pump_Status,Total_Daily_Usage_ML,Treatment_Output_ML,Pressure_Level_bar,Reservoir_Level_pct,Per_Capita_Usage_L,Demand_Level
2022-12-30,4,12,2022,364,0,0,21.2,8.0,86.7,4.68,1058776,278625,0.7284,1,85.581,89.37,3.88,30.0,80.83,Medium
2022-12-31,5,12,2022,365,1,0,20.0,0.0,87.4,4.81,1064106,280028,0.7379,1,84.927,89.27,3.98,30.0,79.81,Medium
2023-01-01,6,1,2023,1,1,0,20.2,0.0,95.3,4.72,1058572,278572,0.731,1,82.965,87.7,4.08,30.0,78.37,Medium
2023-01-02,0,1,2023,2,0,0,17.1,0.0,85.7,4.17,1063972,279993,0.7323,1,89.805,94.1,3.78,30.0,84.41,Medium
2023-01-03,1,1,2023,3,0,0,21.4,0.0,89.0,4.31,1063708,279923,0.7251,1,91.444,98.2,3.92,30.0,85.97,Medium
2023-01-04,2,1,2023,4,0,0,20.5,0.0,83.8,4.5,1063192,279787,0.723,1,92.295,97.19,3.99,30.0,86.81,Medium
2023-01-05,3,1,2023,5,0,0,21.5,0.0,86.3,4.64,1060065,278964,0.7221,1,90.675,95.81,4.17,30.0,85.54,Medium
2023-01-06,4,1,2023,6,0,0,15.7,0.0,93.1,5.21,1062195,279525,0.7236,1,84.609,87.69,4.01,30.0,79.65,Medium
2023-01-07,5,1,2023,7,1,0,23.1,0.0,74.0,4.36,1059013,278688,0.7158,1,87.236,88.44,3.84,30.0,82.37,Medium
2023-01-08,6,1,2023,8,1,0,19.8,14.3,86.7,4.72,1063447,279854,0.7224,1,80.457,84.94,4.06,30.0,75.66,Medium
2023-01-09,0,1,2023,9,0,0,21.7,0.0,95.2,5.27,1061535,279351,0.7232,1,91.811,100.02,3.9,30.0,86.49,Medium
2023-01-10,1,1,2023,10,0,0,18.4,0.0,85.9,4.81,1060922,279190,0.7252,1,89.288,95.08,4.09,30.0,84.16,Medium
2023-01-11,2,1,2023,11,0,0,20.9,0.0,92.6,5.14,1059350,278776,0.7267,1,89.842,91.88,3.95,30.0,84.81,Medium
2023-01-12,3,1,2023,12,0,0,18.4,0.0,81.1,4.94,1056900,278132,0.7279,1,88.254,95.11,3.61,30.0,83.5,Medium
2023-01-13,4,1,2023,13,0,0,19.1,0.0,84.0,5.13,1059836,278904,0.726,1,89.067,92.51,4.56,30.0,84.04,Medium
2023-01-14,5,1,2023,14,1,0,22.9,0.0,84.2,4.97,1064196,280052,0.7232,1,87.746,94.28,4.04,30.0,82.45,Medium
2023-01-15,6,1,2023,15,1,0,19.8,0.0,72.9,5.36,1061223,279269,0.7163,0,68.912,71.25,4.22,30.0,64.94,Low
2023-01-16,0,1,2023,16,0,0,20.4,0.0,78.0,4.51,1061747,279407,0.7232,1,94.612,100.4,3.72,30.0,89.11,Medium
2023-01-17,1,1,2023,17,0,0,21.4,0.0,78.3,5.01,1063454,279856,0.7212,1,91.815,94.85,3.76,30.0,86.34,Medium
2023-01-18,2,1,2023,18,0,0,20.8,0.0,87.7,5.31,1065812,280477,0.7284,1,93.252,96.44,3.95,30.0,87.49,Medium
2023-01-19,3,1,2023,19,0,0,20.3,0.0,87.8,5.44,1064909,280239,0.7306,1,92.103,92.01,4.03,30.0,86.49,Medium
2023-01-20,4,1,2023,20,0,0,20.7,0.0,85.0,5.85,1060371,279045,0.7308,1,90.634,96.7,4.1,30.0,85.47,Medium
2023-01-21,5,1,2023,21,1,0,23.8,0.0,87.3,5.13,1058489,278550,0.7299,1,90.916,96.57,4.03,30.0,85.89,Medium
2023-01-22,6,1,2023,22,1,0,20.1,0.0,82.2,5.91,1067151,280829,0.7254,1,90.773,96.59,3.81,30.0,85.06,Medium
2023-01-23,0,1,2023,23,0,0,20.5,0.0,88.9,5.09,1067027,280797,0.7235,1,93.19,98.68,3.59,30.0,87.34,Medium
2023-01-24,1,1,2023,24,0,0,21.9,0.0,82.8,5.91,1062923,279717,0.7224,1,96.151,98.67,3.92,30.0,90.46,Medium
2023-01-25,2,1,2023,25,0,0,22.0,0.0,82.9,5.74,1060063,278964,0.7186,1,92.811,100.35,3.89,30.0,87.55,Medium
2023-01-26,3,1,2023,26,0,1,22.1,0.0,81.1,5.08,1064588,280155,0.7311,0,77.527,84.38,3.94,30.0,72.82,Low
2023-01-27,4,1,2023,27,0,0,21.3,0.0,85.7,5.6,1062503,279606,0.7253,1,93.963,96.3,4.08,30.0,88.44,Medium
2023-01-28,5,1,2023,28,1,0,18.7,0.0,80.0,5.48,1062551,279619,0.7199,1,88.735,94.77,3.78,30.0,83.51,Medium
2023-01-29,6,1,2023,29,1,0,22.9,0.0,86.8,5.78,1064624,280164,0.722,1,89.193,96.28,4.1,30.0,83.78,Medium
2023-01-30,0,1,2023,30,0,0,18.8,0.0,76.1,5.47,1063561,279884,0.7218,1,92.999,96.24,3.76,30.0,87.44,Medium
2023-01-31,1,1,2023,31,0,0,21.0,0.0,76.0,5.47,1060578,279099,0.7264,1,95.76,99.66,3.96,30.0,90.29,Medium
2023-02-01,2,2,2023,32,0,0,19.5,0.0,84.8,6.17,1062358,279568,0.7315,1,93.053,99.31,4.11,30.0,87.59,Medium
2023-02-02,3,2,2023,33,0,0,20.6,0.0,80.7,5.61,1064387,280102,0.7244,1,94.191,94.37,3.91,30.0,88.49,Medium
2023-02-03,4,2,2023,34,0,0,21.2,0.0,78.7,6.01,1064143,280038,0.7149,1,93.414,94.82,4.22,30.0,87.78,Medium
2023-02-04,5,2,2023,35,1,0,21.3,0.0,85.2,5.61,1063704,279922,0.7252,1,91.769,93.39,4.27,30.0,86.27,Medium
2023-02-05,6,2,2023,36,1,0,21.5,0.0,77.5,6.4,1065105,280291,0.7254,1,91.431,90.61,4.02,30.0,85.84,Medium
2023-02-06,0,2,2023,37,0,0,23.3,0.0,79.3,5.49,1062572,279624,0.7251,1,97.102,105.21,4.01,30.0,91.38,Medium
2023-02-07,1,2,2023,38,0,0,21.7,0.0,87.0,5.54,1063711,279924,0.7231,1,98.082,97.02,4.08,30.0,92.21,Medium
2023-02-08,2,2,2023,39,0,0,20.7,0.0,87.5,6.42,1056660,278068,0.7273,1,92.87,98.54,4.05,30.0,87.89,Medium
2023-02-09,3,2,2023,40,0,0,22.6,0.0,87.5,5.66,1062569,279623,0.7265,1,94.718,101.89,4.02,30.0,89.14,Medium
2023-02-10,4,2,2023,41,0,0,23.0,22.3,77.9,6.5,1065054,280277,0.7261,1,90.717,94.37,3.91,30.0,85.18,Medium
2023-02-11,5,2,2023,42,1,0,19.4,0.0,85.3,6.24,1062803,279685,0.7283,1,88.584,91.01,3.76,30.0,83.35,Medium
2023-02-12,6,2,2023,43,1,0,22.2,0.0,74.1,5.85,1062709,279660,0.7241,1,87.885,92.98,3.81,30.0,82.7,Medium
2023-02-13,0,2,2023,44,0,0,22.5,0.0,74.1,5.21,1061616,279373,0.7238,1,98.2,103.12,4.28,30.0,92.5,Medium
2023-02-14,1,2,2023,45,0,0,21.1,0.0,66.6,5.95,1065764,280464,0.7331,1,97.167,105.04,3.98,30.0,91.17,Medium
2023-02-15,2,2,2023,46,0,0,23.7,0.0,86.5,6.02,1064912,280240,0.729,1,98.777,95.83,3.88,30.0,92.76,Medium
2023-02-16,3,2,2023,47,0,0,21.4,0.0,73.5,6.47,1065523,280401,0.7304,1,96.318,98.38,4.13,30.0,90.4,Medium
2023-02-17,4,2,2023,48,0,0,21.9,0.0,76.9,6.66,1060478,279073,0.7324,1,95.819,102.29,3.83,30.0,90.35,Medium
2023-02-18,5,2,2023,49,1,0,21.6,0.0,72.8,5.78,1063667,279912,0.7289,1,92.28,97.05,4.06,30.0,86.76,Medium
2023-02-19,6,2,2023,50,1,0,22.0,0.0,80.5,6.39,1063485,279864,0.7309,1,92.402,99.28,3.99,30.0,86.89,Medium
2023-02-20,0,2,2023,51,0,0,20.4,0.0,74.9,6.4,1063542,279879,0.7184,1,100.692,106.51,3.96,30.0,94.68,Medium
2023-02-21,1,2,2023,52,0,0,20.0,0.0,70.0,6.54,1062929,279718,0.7273,1,98.916,103.46,3.86,30.0,93.06,Medium
2023-02-22,2,2,2023,53,0,0,24.6,0.7,78.4,6.33,1063526,279875,0.7254,1,101.051,105.2,3.74,30.0,95.02,Medium
2023-02-23,3,2,2023,54,0,0,21.0,0.0,68.7,5.38,1065975,280520,0.7347,1,99.307,111.25,3.78,30.0,93.16,Medium
2023-02-24,4,2,2023,55,0,0,20.9,0.0,71.4,6.11,1060508,279081,0.7309,1,95.959,105.36,3.82,30.0,90.48,Medium
2023-02-25,5,2,2023,56,1,0,19.3,0.0,64.8,5.73,1067946,281038,0.7232,1,93.182,99.33,3.97,30.0,87.25,Medium
2023-02-26,6,2,2023,57,1,0,21.6,0.0,67.9,6.13,1065417,280373,0.7282,1,94.776,99.75,3.72,30.0,88.96,Medium
2023-02-27,0,2,2023,58,0,0,20.7,0.0,75.6,6.62,1064422,280111,0.7272,1,99.301,105.88,3.72,30.0,93.29,Medium
2023-02-28,1,2,2023,59,0,0,25.3,0.0,64.6,6.37,1066378,280626,0.7286,1,105.327,113.07,3.87,30.0,98.77,Medium
2023-03-01,2,3,2023,60,0,0,24.4,0.0,66.7,6.72,1061719,279400,0.7212,1,102.088,108.45,3.86,30.0,96.15,Medium
2023-03-02,3,3,2023,61,0,0,22.0,0.0,73.8,6.41,1063351,279829,0.7281,1,102.285,105.15,3.91,30.0,96.19,Medium
2023-03-03,4,3,2023,62,0,0,26.5,0.0,70.8,5.77,1064496,280131,0.7252,1,102.437,112.91,3.87,30.0,96.23,Medium
2023-03-04,5,3,2023,63,1,0,24.7,0.0,83.1,5.3,1067527,280928,0.7278,1,100.31,106.06,4.27,30.0,93.96,Medium
2023-03-05,6,3,2023,64,1,0,22.9,0.0,82.0,6.38,1064760,280200,0.7227,1,96.783,107.66,3.95,30.0,90.9,Medium
2023-03-06,0,3,2023,65,0,0,19.7,0.0,68.2,6.25,1065811,280477,0.7234,1,100.416,106.0,3.84,30.0,94.22,Medium
2023-03-07,1,3,2023,66,0,0,27.0,0.0,75.0,5.96,1063790,279945,0.7322,1,106.145,110.72,3.85,30.0,99.78,Medium
2023-03-08,2,3,2023,67,0,0,21.6,0.0,75.7,5.68,1066000,280526,0.7211,1,103.213,112.53,4.02,30.0,96.82,Medium
2023-03-09,3,3,2023,68,0,0,21.3,0.0,68.6,6.08,1068439,281168,0.7215,1,104.866,111.01,3.84,30.0,98.15,Medium
2023-03-10,4,3,2023,69,0,0,25.5,0.0,63.8,6.31,1067133,280824,0.7261,1,106.59,112.32,3.94,30.0,99.88,Medium
2023-03-11,5,3,2023,70,1,0,27.7,0.0,70.9,6.66,1065037,280273,0.7225,1,104.542,106.17,3.91,30.0,98.16,Medium
2023-03-12,6,3,2023,71,1,0,26.2,0.0,69.7,6.48,1066609,280687,0.722,0,84.668,90.88,4.01,30.0,79.38,Medium
2023-03-13,0,3,2023,72,0,0,25.1,0.0,68.1,7.06,1066470,280650,0.7269,1,107.179,111.06,3.84,30.0,100.5,Medium
2023-03-14,1,3,2023,73,0,0,25.3,0.0,72.2,6.01,1066386,280628,0.7189,1,109.079,113.19,4.05,30.0,102.29,Medium
2023-03-15,2,3,2023,74,0,0,25.8,7.0,65.9,6.79,1067655,280962,0.7214,1,105.046,108.83,3.89,30.0,98.39,Medium
2023-03-16,3,3,2023,75,0,0,25.8,0.0,63.5,6.46,1067698,280973,0.7367,1,107.962,114.68,3.67,30.0,101.12,Medium
2023-03-17,4,3,2023,76,0,0,25.2,0.0,69.5,6.73,1065292,280340,0.7287,1,108.714,109.54,3.76,30.0,102.05,Medium
2023-03-18,5,3,2023,77,1,0,25.1,0.0,70.5,6.28,1066888,280760,0.7227,1,104.256,108.84,3.54,30.0,97.72,Medium
2023-03-19,6,3,2023,78,1,0,24.9,0.0,62.4,6.89,1064896,280236,0.7285,1,100.62,108.59,3.91,30.0,94.49,Medium
2023-03-20,0,3,2023,79,0,0,24.0,0.0,72.6,6.59,1063874,279967,0.7293,1,108.657,110.35,4.01,30.0,102.13,Medium
2023-03-21,1,3,2023,80,0,0,24.9,0.0,58.7,6.21,1065238,280326,0.7314,1,111.023,117.09,3.59,30.0,104.22,High
2023-03-22,2,3,2023,81,0,0,22.9,0.0,64.3,6.48,1065683,280443,0.7258,1,108.201,111.72,3.84,30.0,101.53,Medium
2023-03-23,3,3,2023,82,0,0,25.4,0.0,65.6,6.39,1062570,279624,0.7313,0,91.278,94.63,4.14,30.0,85.9,Medium
2023-03-24,4,3,2023,83,0,0,24.2,0.0,63.4,6.69,1067671,280966,0.7163,1,106.114,116.39,4.0,30.0,99.39,Medium
2023-03-25,5,3,2023,84,1,0,24.2,0.0,63.4,6.02,1060474,279072,0.7212,1,105.957,106.3,4.03,30.0,99.91,Medium
2023-03-26,6,3,2023,85,1,0,26.2,0.0,75.2,6.48,1071496,281973,0.7273,1,104.465,111.99,3.58,30.0,97.49,Medium
2023-03-27,0,3,2023,86,0,0,28.2,0.0,61.3,6.66,1069128,281349,0.7281,1,117.236,121.66,3.8,30.0,109.66,High
2023-03-28,1,3,2023,87,0,0,27.6,0.0,77.4,6.51,1065660,280437,0.7219,1,116.447,120.69,3.51,30.0,109.27,High
2023-03-29,2,3,2023,88,0,0,24.0,0.0,67.0,7.04,1066259,280594,0.7278,1,110.958,113.17,3.64,30.0,104.06,High
2023-03-30,3,3,2023,89,0,0,25.0,0.0,64.9,6.81,1066904,280764,0.7234,1,111.085,118.9,3.91,30.0,104.12,High
2023-03-31,4,3,2023,90,0,0,28.0,0.0,66.5,6.5,1065177,280310,0.7251,1,110.983,115.96,3.81,30.0,104.19,High
2023-04-01,5,4,2023,91,1,0,25.3,0.0,76.4,6.59,1066799,280737,0.7316,1,105.543,109.87,3.95,30.0,98.93,Medium
2023-04-02,6,4,2023,92,1,0,26.6,0.0,58.5,6.62,1066183,280574,0.731,1,107.377,113.08,3.69,30.0,100.71,Medium
2023-04-03,0,4,2023,93,0,0,27.9,0.0,57.5,6.66,1066340,280616,0.7215,1,119.327,124.78,3.93,30.0,111.9,High
2023-04-04,1,4,2023,94,0,0,25.7,0.0,59.0,5.76,1066950,280776,0.7212,1,114.232,113.94,3.86,30.0,107.06,High
2023-04-05,2,4,2023,95,0,0,27.5,0.0,62.6,6.37,1064018,280005,0.7245,1,113.802,118.02,3.9,30.0,106.95,High
2023-04-06,3,4,2023,96,0,0,25.4,0.0,53.5,5.89,1066782,280732,0.7264,1,115.08,123.52,3.59,30.0,107.88,High
2023-04-07,4,4,2023,97,0,0,26.7,0.0,61.9,6.99,1067087,280812,0.7232,1,113.384,114.53,3.94,30.0,106.26,High
2023-04-08,5,4,2023,98,1,0,28.2,0.0,69.9,6.45,1067076,280809,0.7317,1,112.268,114.61,3.73,30.0,105.21,High
2023-04-09,6,4,2023,99,1,0,25.5,0.0,61.8,6.39,1066444,280643,0.7283,1,107.815,111.93,3.73,30.0,101.1,Medium
2023-04-10,0,4,2023,100,0,0,28.7,0.0,59.3,6.82,1069209,281371,0.7286,1,133.976,138.5,3.65,30.0,125.3,High
2023-04-11,1,4,2023,101,0,0,28.1,0.0,57.3,6.62,1066284,280601,0.7202,1,118.247,124.08,3.81,30.0,110.9,High
2023-04-12,2,4,2023,102,0,0,29.1,0.0,64.6,6.0,1067504,280922,0.7324,0,103.124,105.0,3.74,30.0,96.6,Medium
2023-04-13,3,4,2023,103,0,0,28.7,11.2,55.6,6.41,1069702,281501,0.7125,1,116.802,121.48,4.04,30.0,109.19,High
2023-04-14,4,4,2023,104,0,1,30.6,0.0,68.6,6.3,1067006,280791,0.7307,1,115.843,121.49,4.01,30.0,108.57,High
2023-04-15,5,4,2023,105,1,0,28.9,0.0,68.7,5.72,1067652,280961,0.7312,1,112.895,120.49,3.86,30.0,105.74,High
2023-04-16,6,4,2023,106,1,0,28.2,0.0,60.0,6.14,1067088,280813,0.7244,1,113.422,122.83,3.83,30.0,106.29,High
2023-04-17,0,4,2023,107,0,0,29.1,0.0,58.4,6.33,1069813,281530,0.7329,1,123.506,128.9,3.71,30.0,115.45,High
2023-04-18,1,4,2023,108,0,0,29.9,0.0,63.2,6.35,1066881,280758,0.7263,1,119.288,130.92,3.47,30.0,111.81,High
2023-04-19,2,4,2023,109,0,0,29.3,0.0,63.2,5.79,1070021,281584,0.7269,1,122.037,127.59,3.7,30.0,114.05,High
2023-04-20,3,4,2023,110,0,0,29.4,0.0,53.4,6.83,1067305,280870,0.7283,1,133.245,142.39,3.58,30.0,124.84,High
2023-04-21,4,4,2023,111,0,0,28.5,0.0,54.5,6.31,1065851,280487,0.7425,1,116.467,128.08,3.65,30.0,109.27,High
2023-04-22,5,4,2023,112,1,0,28.6,0.0,50.2,6.36,1068987,281312,0.7333,1,116.222,122.45,3.69,30.0,108.72,High
2023-04-23,6,4,2023,113,1,0,27.7,0.0,58.5,6.49,1067077,280810,0.7301,1,113.762,115.33,3.41,30.0,106.61,High
2023-04-24,0,4,2023,114,0,0,32.5,0.0,59.5,6.0,1068985,281312,0.7221,1,126.809,133.42,3.47,30.0,118.63,High
2023-04-25,1,4,2023,115,0,0,28.2,0.0,49.1,6.48,1062343,279564,0.7273,1,120.2,124.38,3.84,30.0,113.15,High
2023-04-26,2,4,2023,116,0,0,29.1,0.0,53.3,6.14,1067870,281018,0.7226,1,121.457,126.71,3.95,30.0,113.74,High
2023-04-27,3,4,2023,117,0,0,29.2,0.0,48.5,5.91,1066998,280789,0.7307,1,143.923,157.07,3.32,30.0,134.89,High
2023-04-28,4,4,2023,118,0,0,31.8,0.0,50.5,6.48,1065849,280487,0.7273,1,121.148,123.54,3.72,30.0,113.66,High
2023-04-29,5,4,2023,119,1,0,30.1,0.0,57.4,6.83,1066927,280770,0.721,1,119.398,126.27,3.87,30.0,111.91,High
2023-04-30,6,4,2023,120,1,0,32.6,0.0,50.7,6.51,1066944,280775,0.7271,1,118.318,121.6,3.64,30.0,110.89,High
2023-05-01,0,5,2023,121,0,1,29.8,0.0,52.6,6.57,1068053,281067,0.7224,1,119.304,124.35,3.81,30.0,111.7,High
2023-05-02,1,5,2023,122,0,0,31.4,0.0,45.7,5.97,1065472,280387,0.7274,0,106.431,113.99,3.83,30.0,99.89,Medium
2023-05-03,2,5,2023,123,0,0,29.8,0.0,54.5,5.52,1068898,281289,0.7224,1,122.137,129.2,3.86,30.0,114.26,High
2023-05-04,3,5,2023,124,0,0,34.4,0.0,53.0,6.74,1071055,281857,0.7268,1,127.849,133.57,3.43,30.0,119.37,High
2023-05-05,4,5,2023,125,0,0,29.6,0.0,49.3,6.94,1068943,281301,0.7304,1,123.384,127.6,3.5,30.0,115.43,High
2023-05-06,5,5,2023,126,1,0,31.9,0.0,51.7,6.72,1070057,281594,0.7264,1,119.485,126.41,3.75,30.0,111.66,High
2023-05-07,6,5,2023,127,1,0,32.5,0.0,53.3,5.95,1070686,281759,0.7247,1,121.42,132.61,3.7,30.0,113.4,High
2023-05-08,0,5,2023,128,0,0,32.3,0.0,48.1,5.6,1071028,281849,0.7277,1,128.334,132.05,3.61,30.0,119.82,High
2023-05-09,1,5,2023,129,0,0,31.6,0.0,44.5,5.61,1072353,282198,0.7302,1,126.613,138.68,3.72,30.0,118.07,High
2023-05-10,2,5,2023,130,0,0,31.8,0.0,60.7,5.34,1067672,280966,0.7212,1,125.096,134.95,3.51,30.0,117.17,High
2023-05-11,3,5,2023,131,0,0,32.1,0.0,48.2,5.95,1067292,280866,0.728,1,130.273,140.89,3.39,30.0,122.06,High
2023-05-12,4,5,2023,132,0,0,32.0,0.0,50.7,6.61,1070353,281672,0.7333,1,142.562,150.62,3.4,30.0,133.19,High
2023-05-13,5,5,2023,133,1,0,33.7,0.0,55.9,5.89,1070261,281648,0.7296,1,125.157,134.93,3.59,30.0,116.94,High
2023-05-14,6,5,2023,134,1,0,35.7,0.0,68.3,6.04,1070454,281698,0.727,1,123.189,126.32,3.63,30.0,115.08,High
2023-05-15,0,5,2023,135,0,0,31.7,0.0,44.2,6.45,1072739,282300,0.7299,1,130.43,134.95,3.79,30.0,121.59,High
2023-05-16,1,5,2023,136,0,0,30.6,0.0,52.4,5.71,1069041,281327,0.729,1,144.707,154.24,3.57,30.0,135.36,High
2023-05-17,2,5,2023,137,0,0,32.6,0.0,46.4,6.66,1069929,281560,0.7305,1,129.958,137.34,3.68,30.0,121.46,High
2023-05-18,3,5,2023,138,0,0,36.7,0.0,47.0,6.62,1067173,280835,0.7166,1,130.7,136.79,3.63,30.0,122.47,High
2023-05-19,4,5,2023,139,0,0,31.8,0.0,45.9,5.74,1073463,282490,0.719,1,126.789,125.62,3.57,30.0,118.11,High
2023-05-20,5,5,2023,140,1,0,35.5,0.0,43.7,5.54,1068577,281204,0.7318,1,127.388,132.45,3.5,30.0,119.21,High
2023-05-21,6,5,2023,141,1,0,35.7,0.0,48.9,6.02,1068692,281235,0.7192,1,125.608,128.37,3.46,30.0,117.53,High
2023-05-22,0,5,2023,142,0,0,32.5,0.0,41.5,5.58,1068673,281230,0.7288,1,130.913,138.94,3.49,30.0,122.5,High
2023-05-23,1,5,2023,143,0,0,34.2,0.0,53.4,5.23,1068134,281088,0.725,1,132.324,138.37,3.57,30.0,123.88,High
2023-05-24,2,5,2023,144,0,0,35.9,0.0,48.7,6.17,1068023,281059,0.7218,1,131.438,136.12,3.41,30.0,123.07,High
2023-05-25,3,5,2023,145,0,0,33.0,0.0,50.4,6.12,1068493,281182,0.7285,1,128.802,143.17,3.64,30.0,120.55,High
2023-05-26,4,5,2023,146,0,0,33.4,0.0,45.8,5.67,1066866,280754,0.7278,1,128.991,138.56,3.58,30.0,120.91,High
2023-05-27,5,5,2023,147,1,0,32.9,0.0,46.1,5.07,1068085,281075,0.7374,1,125.836,135.3,3.58,30.0,117.81,High
2023-05-28,6,5,2023,148,1,0,32.4,0.0,49.2,5.06,1073612,282529,0.7237,1,124.882,137.73,3.83,30.0,116.32,High
2023-05-29,0,5,2023,149,0,0,33.0,0.0,41.7,5.56,1071243,281906,0.734,1,134.05,143.16,3.19,30.0,125.14,High
2023-05-30,1,5,2023,150,0,0,32.2,0.0,45.6,5.29,1071682,282022,0.7286,0,111.122,114.37,3.73,30.0,103.69,High
2023-05-31,2,5,2023,151,0,0,34.2,0.0,42.9,5.32,1072242,282169,0.7235,1,135.103,139.19,3.2,30.0,126.0,High
2023-06-01,3,6,2023,152,0,0,33.1,2.7,42.6,5.84,1073614,282530,0.7308,1,131.025,140.47,3.63,30.0,122.04,High
2023-06-02,4,6,2023,153,0,0,34.7,0.0,36.4,5.69,1066461,280648,0.7297,1,130.386,130.73,3.71,30.0,122.26,High
2023-06-03,5,6,2023,154,1,0,32.1,0.0,53.5,5.92,1067602,280948,0.727,1,122.926,128.84,3.47,30.0,115.14,High
2023-06-04,6,6,2023,155,1,0,35.0,0.0,43.2,4.94,1068513,281188,0.7282,1,125.28,125.03,3.46,30.0,117.25,High
2023-06-05,0,6,2023,156,0,0,35.8,0.0,52.3,5.17,1069239,281379,0.7239,1,136.296,143.41,3.28,30.0,127.47,High
2023-06-06,1,6,2023,157,0,0,31.7,0.0,51.7,5.57,1069635,281483,0.7227,1,132.545,141.73,3.58,30.0,123.92,High
2023-06-07,2,6,2023,158,0,0,35.3,0.0,39.8,5.42,1069400,281421,0.7307,1,135.614,143.23,3.49,30.0,126.81,High
2023-06-08,3,6,2023,159,0,0,36.6,0.0,40.7,5.82,1070791,281787,0.7257,1,135.565,145.16,3.5,30.0,126.6,High
2023-06-09,4,6,2023,160,0,0,33.1,1.8,58.8,5.34,1070481,281706,0.7265,1,130.819,143.25,3.54,30.0,122.21,High
2023-06-10,5,6,2023,161,1,0,37.4,0.0,54.7,5.88,1069023,281322,0.7283,1,129.325,135.36,3.46,30.0,120.97,High
2023-06-11,6,6,2023,162,1,0,35.6,0.0,45.7,5.33,1066175,280572,0.7282,0,106.038,119.76,4.01,30.0,99.46,Medium
2023-06-12,0,6,2023,163,0,0,34.0,0.0,47.0,5.5,1068599,281210,0.7197,1,135.684,143.11,3.58,30.0,126.97,High
2023-06-13,1,6,2023,164,0,0,35.1,0.0,42.5,4.91,1069544,281459,0.7333,1,135.853,145.49,3.36,30.0,127.02,High
2023-06-14,2,6,2023,165,0,0,36.0,12.1,47.7,5.02,1070206,281633,0.7275,1,129.13,133.75,3.5,30.0,120.66,High
2023-06-15,3,6,2023,166,0,0,35.4,0.0,41.9,5.34,1068499,281184,0.7259,1,134.493,146.08,3.42,30.0,125.87,High
2023-06-16,4,6,2023,167,0,0,36.1,0.0,35.2,5.59,1069835,281536,0.7291,1,134.366,144.21,3.77,30.0,125.6,High
2023-06-17,5,6,2023,168,1,0,34.0,0.3,38.7,5.2,1068613,281214,0.7281,1,125.6,136.29,3.75,30.0,117.54,High
2023-06-18,6,6,2023,169,1,0,35.7,0.0,45.4,4.84,1070681,281758,0.7308,1,128.164,134.74,3.6,30.0,119.7,High
2023-06-19,0,6,2023,170,0,0,33.4,38.6,39.6,5.39,1068844,281275,0.7296,1,120.815,123.09,3.95,30.0,113.03,High
2023-06-20,1,6,2023,171,0,0,35.4,0.0,44.8,3.93,1069351,281408,0.7305,1,131.081,139.02,3.81,30.0,122.58,High
2023-06-21,2,6,2023,172,0,0,34.2,1.9,39.8,4.21,1068489,281181,0.7337,1,131.695,133.19,3.55,30.0,123.25,High
2023-06-22,3,6,2023,173,0,0,34.5,0.0,41.2,5.01,1070858,281805,0.7314,1,133.837,139.52,3.5,30.0,124.98,High
2023-06-23,4,6,2023,174,0,0,37.5,0.0,49.3,4.71,1069490,281445,0.7261,1,134.258,141.54,3.5,30.0,125.53,High
2023-06-24,5,6,2023,175,1,0,37.3,0.0,46.3,4.91,1073095,282393,0.7213,1,144.653,159.02,3.31,30.0,134.8,High
2023-06-25,6,6,2023,176,1,0,36.6,0.0,45.0,4.66,1072151,282145,0.7353,1,129.043,136.45,3.87,30.0,120.36,High
2023-06-26,0,6,2023,177,0,0,34.1,0.0,49.4,4.83,1071257,281910,0.7258,1,135.404,142.59,3.39,30.0,126.4,High
2023-06-27,1,6,2023,178,0,0,35.3,0.0,47.4,4.24,1069860,281542,0.7246,1,135.341,141.92,3.68,30.0,126.5,High
2023-06-28,2,6,2023,179,0,0,37.6,9.0,52.2,4.76,1072274,282177,0.7183,1,132.867,135.48,3.67,30.0,123.91,High
2023-06-29,3,6,2023,180,0,0,36.1,0.0,42.7,4.9,1072953,282356,0.7287,1,136.59,143.68,3.49,30.0,127.3,High
2023-06-30,4,6,2023,181,0,0,39.4,3.1,42.9,4.95,1071915,282083,0.7277,1,136.095,143.21,3.81,30.0,126.96,High
2023-07-01,5,7,2023,182,1,0,36.5,0.0,38.5,5.24,1074895,282867,0.7194,1,131.485,135.15,3.35,30.0,122.32,High
2023-07-02,6,7,2023,183,1,0,36.2,0.0,42.9,4.49,1072665,282280,0.7293,1,127.118,129.91,3.62,30.0,118.51,High
2023-07-03,0,7,2023,184,0,0,35.5,0.0,49.9,4.47,1073631,282534,0.7245,1,134.383,139.66,3.48,30.0,125.17,High
2023-07-04,1,7,2023,185,0,0,36.2,0.0,51.6,3.72,1072129,282139,0.7405,1,135.028,141.97,3.69,30.0,125.94,High
2023-07-05,2,7,2023,186,0,0,35.7,6.9,50.0,4.08,1073271,282440,0.7242,1,133.014,138.29,3.62,30.0,123.93,High
2023-07-06,3,7,2023,187,0,0,37.0,0.0,36.2,4.18,1070385,281680,0.7248,1,134.101,137.65,3.3,30.0,125.28,High
